eventname,outcome,type,compiledgametime,playsection,zone,manpowersituation,goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord
pass,successful,north,810.97,southWestBoardsNZ,nz,evenStrength,0,311,94531,80264,-16.40698242,-38.97647095
reception,successful,regular,811.57,northWestBoardsNZ,nz,evenStrength,0,311,111452,80264,9.745956421,-23.888237
pass,failed,north,820.37,southEastBoardsNZ,nz,evenStrength,0,315,78625,5152,-13.2743988,37.46764374
pass,successful,d2d,822.37,centerPointDZ,dz,evenStrength,0,311,80,80264,-35.51875305,1.761764526
reception,successful,regular,823.07,eastPointDZ,dz,evenStrength,0,311,94531,80264,-49.60110474,-34.95294189
pass,successful,stretch,823.97,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-62.67756653,-38.473526
reception,successful,regular,825.03,northWestBoardsNZ,nz,evenStrength,0,311,111452,80264,4.716545105,-36.46176147
pass,successful,north,825.10,northWestBoardsNZ,nz,evenStrength,0,311,111452,80264,4.716545105,-36.46176147
reception,successful,regular,825.63,northCenterNZ,nz,evenStrength,0,311,1731661,80264,17.29007721,-0.25
shot,successful,slot,827.57,westOuterSlot,oz,evenStrength,0,311,1731661,80264,59.53713226,-14.33235168
pass,successful,south,830.03,outsideNorthEast,oz,evenStrength,0,311,237838,80264,76.13419342,39.98529434
reception,successful,regular,830.87,eastPoint,oz,evenStrength,0,311,80,80264,43.44301605,36.96764755
pass,failed,slot,830.97,eastPoint,oz,evenStrength,0,311,80,80264,45.45478058,35.96176529
pass,successful,outletoffboards,835.57,westPointDZ,dz,evenStrength,0,315,78625,5152,-41.94205093,38.97647095
reception,successful,regular,838.40,southWestBoardsNZ,nz,evenStrength,0,315,20161,5152,-12.26851654,-40.48823547
pass,successful,outletoffboards,842.20,outsideNorthEastDZ,dz,evenStrength,0,311,5152,80264,-95.86383057,-9.302940369
reception,successful,regular,844.63,eastPointDZ,dz,evenStrength,0,311,1731661,80264,-52.61088562,-39.98235321
pass,failed,outlet,848.37,westPointDZ,dz,evenStrength,0,315,202206,5152,-46.46852112,37.46764374
pass,successful,outlet,848.97,westPointDZ,dz,evenStrength,0,315,202206,5152,-53.50969696,37.97058868
reception,successful,regular,850.07,westPointDZ,dz,evenStrength,0,315,20775372,5152,-41.94205093,37.97058868
pass,successful,d2d,852.03,westPointDZ,dz,evenStrength,0,315,20775372,5152,-31.88322449,36.96470642
reception,successful,regular,852.90,centerPointDZ,dz,evenStrength,0,315,202206,5152,-37.41558075,-8.299999237
pass,failed,north,860.73,eastPoint,oz,evenStrength,0,315,202206,5152,52.10795593,36.46176147
pass,successful,d2doffboards,863.20,outsideNorthEastDZ,dz,evenStrength,0,311,109372,80264,-84.7991333,-32.94117737
reception,successful,regular,864.70,outsideNorthEastDZ,dz,evenStrength,0,311,6588,80264,-98.88148499,-7.291175842
pass,successful,d2doffboards,864.73,outsideNorthEastDZ,dz,evenStrength,0,311,6588,80264,-98.37854004,-6.285293579
reception,successful,regular,866.60,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-96.86972046,-16.84705734
pass,successful,south,869.93,outsideNorthEast,oz,evenStrength,0,315,110856,5152,95.36088562,19.361763
reception,successful,regular,871.10,outsideNorthEast,oz,evenStrength,0,315,41952,5152,92.34324646,23.38529205
pass,successful,south,878.33,outsideNorthEast,oz,evenStrength,0,315,41952,5152,81.78147888,34.95294189
reception,successful,regular,878.37,eastPoint,oz,evenStrength,0,315,79380,5152,43.06286621,23.888237
shot,failed,outsideblocked,879.60,eastPoint,oz,evenStrength,0,315,79380,5152,45.57757568,21.37352753
shot,failed,outsideblocked,881.27,outsideNorthWest,oz,evenStrength,0,315,400162,5152,64.68147278,-28.41764641
pass,successful,northoffboards,885.90,westPoint,oz,evenStrength,0,315,400162,5152,35.51089478,-39.48235321
reception,successful,regular,887.87,outsideNorthWest,oz,evenStrength,0,315,110856,5152,94.85795593,-20.87352943
pass,failed,northoffboards,888.67,outsideNorthWest,oz,evenStrength,0,315,110856,5152,94.85795593,-24.39411736
pass,successful,eastwest,894.20,outsideNorthEast,oz,powerPlay,0,315,78625,5152,69.71875,31.9352951
reception,successful,regular,895.80,centerPoint,oz,powerPlay,0,315,81408,5152,52.11581421,-1.258823395
shot,successful,slot,895.83,eastOuterSlot,oz,powerPlay,0,315,81408,5152,54.63050842,-21.65795938
pass,successful,northoffboards,899.13,outsideNorthWest,oz,powerPlay,0,315,80518,5152,68.20993042,-41.99705887
reception,successful,regular,901.43,outsideNorthEast,oz,powerPlay,0,315,78625,5152,65.192276,38.97647095
pass,successful,northoffboards,902.97,outsideNorthEast,oz,powerPlay,0,315,78625,5152,66.70109558,40.48529053
reception,successful,regular,904.53,outsideNorthEast,oz,powerPlay,0,315,80518,5152,98.88934326,17.34999847
pass,failed,south,904.67,outsideNorthEast,oz,powerPlay,0,315,80518,5152,95.87168884,19.361763
pass,successful,d2d,911.57,outsideNorthEastDZ,dz,powerPlay,0,315,80264,5152,-80.66065979,-21.37647057
reception,successful,regular,912.70,eastOuterSlotDZ,dz,powerPlay,0,315,79380,5152,-71.60771942,-14.83823586
pass,successful,south,918.57,southCenterNZ,nz,powerPlay,0,315,79380,5152,-15.27830505,12.82352829
reception,successful,regular,919.90,eastOuterSlotDZ,dz,powerPlay,0,315,78625,5152,-58.53125,-9.3058815
pass,successful,ozentryoffboards,923.17,northCenterNZ,nz,powerPlay,0,315,78625,5152,19.92757416,-10.31176376
reception,successful,ozentry,925.03,outsideNorthWest,oz,powerPlay,0,315,81408,5152,63.68345642,-39.48235321
pass,successful,northoffboards,925.80,outsideNorthWest,oz,powerPlay,0,315,81408,5152,77.76580811,-40.99117661
reception,successful,regular,927.00,outsideNorthEast,oz,powerPlay,0,315,80518,5152,96.37463379,24.89411926
